OutletCode, Description, Address, ContactPerson, DisountGroupCode, RouteCode, PriceGroup, SpecialPrice , Discount, VATRates, Credit
"91001","Multiline Stores","","0311-20006","","","","UPC","0","0","VAT16","0"
"91002","Merinja Supermarket","","0311-20781","","91002-UPC","","UPC","0","0","VAT16","0"
"91004","Ravine Motel","","","","91004-UPC","WESTERN","UPC","0","0","VAT16","0"
"91005","Faith classic butchery","","0311-20822","","","","UPC","0","0","VAT16","0"
"91006","Chalbi Hotel - Naivasha","","0311-20485","","91006-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"91007","Lake View Service Station","","","","","RIFT","UPC","0","0","VAT16","0"
"91008","Happy Valley S/mkt -UPC","","","","92748-NRB","NAIVASHA","KKKK","0","0","VAT16","0"
"91010","Mibisco","","","","91010-NRB","MIX IV","","0","0","VAT16","0"
"91011","Eldo Meat Suplies - Eld","","","","91011-UPC","WESTERN","UPC","0","0","VAT16","0"
"91013","Budget Kinamba - Supemarket","","","","91013-UPC","RIFT","UPC","0","0","VAT16","0"
"91014","Dagis Hotel - Nyeri","","","","91014-UPC","NYERI","UPC","0","0","VAT16","0"
"91015","Eldo Brooks Snacks - Kasarani","","","","91015-NRB","MIX V","","0","0","VAT16","0"
"91016","Bells Inn - Nyeri","","","","91016-UPC","NYERI","UPC","0","0","VAT16","0"
"91017","Upper Hill Springs Restaurant","","","","91017-NRB","INDAREA","","0","0","VAT16","0"
"91019","Com.Cafe","","","","91019-NRB","","","0","0","VAT16","0"
"91020","Starcode Ltd","","","","91020-NRB","MIX V","ABC2","0","0","VAT16","0"
"91024","Midas Cafe - Kabati","","0722322785","","91024-NRB","PR I","","0","0","VAT16","0"
"91025","Shell Express(Msa Rd)Bellevue","","","","91025-NRB","INDAREA","","0","0","VAT16","0"
"91026","Laikiana Restaurant","","","","91026-NRB","HURL","","0","0","VAT16","0"
"91027","Patio Rest.","","","","91027-NRB","MIX IV","","0","0","VAT16","0"
"91028","Hillock Inn","","","","91028-NRB","MIX IV","","0","0","VAT16","0"
"91029","Samptous Fresh Cuts Butchery","","","","00030-NRB","VARIOUS","","0","0","VAT16","0"
"91030","Olympia Fast Foods","","","","91030-NRB","FFOOD1","","0","0","VAT16","0"
"91031","Stem Hotel - Nakuru","","","","91031-UPC","RIFT","UPC","0","0","VAT16","0"
"91033","Gilani Butchery - Nakuru","","037-45139","","91033-UPC","RIFT","KKKK","0","0","VAT16","0"
"91034","Willman cafe bomet","","","","91034-UPC","NYANZA","UPC","0","0","VAT16","0"
"91035","Picnic Basket Rest.-NRB","","","","","","","0","0","VAT16","0"
"91037","Seasons Hotel - nakuru","","","","91037-UPC","RIFT","UPC","0","0","VAT16","0"
"91038","Gilani Supermarket - Nakuru","","037-21117/74538","","91038-UPC","RIFT","KKKK","0","0","VAT16","0"
"91039","Generation Cafe - Molo","","","","91039-UPC","RIFT","UPC","0","0","VAT16","0"
"91040","Asis hotel - Eldoret","","","","91040-UPC","WESTERN","UPC","0","0","VAT16","0"
"91041","Lake Nakuru Lodge","","037-850228/214216","","91041-UPC","RIFT","UPC","0","0","VAT16","0"
"91042","Nakuru Supa Duka","","037-211135/41553","","91042-UPC","RIFT","UPC","0","0","VAT16","0"
"91044","Total station eldoret","","","","","","UPC","0","0","VAT16","0"
"91045","Daylight Cafe-Nakuru","","037-41472","","","RIFT","","0","0","VAT16","0"
"91046","Mid land Hotel","","","","","","UPC","0","0","VAT16","0"
"91047","K.U Butchery","","","","","PR I","","0","0","VAT16","0"
"91048","Daylight Supa Duka - Nakuru","","037-214764","","91048-UPC","RIFT","UPC","0","0","VAT16","0"
"91050","Select Con. Store","","","","","SUB","","0","0","VAT16","0"
"91052","Kenphy s/mkt - Kayole","","","","90792-NRB","MIX I","","0","0","VAT16","0"
"91053","B.P Cafeteria  Moi's bridge","","","","91053-UPC","","UPC","0","0","VAT16","0"
"91055","Chai s/mkt","","","","","NYANZA","UPC","0","0","VAT16","0"
"91056","A.Jiwa Shamji","","","","91056-UPC","NYANZA","UPC","0","0","VAT16","0"
"91057","Kawanjis cafe","","","","91057-UPC","NYANZA","UPC","0","0","VAT16","0"
"91058","Wilmans cafe - Nrb","","","","","","","0","0","VAT16","0"
"91059","Soft price -Kisii","","","","91059-UPC","NYANZA","UPC","0","0","VAT16","0"
"91060","Tich-us-shoppers","","","","91060-UPC","NYANZA","UPC","0","0","VAT16","0"
"91061","Nanyuki Smokies Vendor","","","","91061-UPC","NYERI","UPC","0","0","VAT16","0"
"91062","Wynns Supermarket","","","","","SUB","","0","0","VAT16","0"
"91063","Citi Frys","","","","91063-NRB","SUB","","0","0","VAT16","0"
"91064","Moto Moto Fish & Chips","","","","","SUB","","0","0","VAT16","0"
"91065","Cellar Restaurant","","","","91065-NRB","VARIOUS","","0","0","VAT16","0"
"91066","Lasalumeria","","","","91066-NRB","HURL","","0","0","VAT16","0"
"91067","B.P/ Shell  Lavington","","","","91067-NRB","F/MEAT/3RD","","0","0","VAT16","0"
"91068","Sunset View Country Hotel","","","","91068-NRB","MCKS","","0","0","VAT16","0"
"91070","Eighty Eight B Snacks","","","","91070-NRB","PR III","","0","0","VAT16","0"
"91071","Chez Lou Lou","","","","","PR III","","0","0","VAT16","0"
"91072","B.P. Mountain View","","","","","UTHIRU","","0","0","VAT16","0"
"91073","D.M.S Green Cafe - Dagoreti","","","","91073-NRB","UTHIRU","","0","0","VAT16","0"
"91075","Acacia Supermarket","","","","91075-NRB","VARIOUS","","0","0","VAT16","0"
"91076","Kenya Revenue Authority - Msa","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"91077","Hot Pot Cafe","","","","91077-NRB","CAT II","","0","0","VAT16","0"
"91078","Njamas","","","","","MIX IV","","0","0","VAT16","0"
"91079","Customers Butchery View","","","","","","","0","0","VAT16","0"
"91080","Firdos","","","","00199-UPC","MSA - SHA","COAST","0","0","VAT16","0"
"91082","Nacushla Hse","","","","","","","0","0","VAT16","0"
"91083","Strikes fast food","","","","91083-NRB","MIX V","","0","0","VAT16","0"
"91084","Mlolongo Cafe","","","","","MCKS","ABC8","0","0","VAT16","0"
"91085","Macushla Hse","","","","","MIX III","","0","0","VAT16","0"
"91086","Kingeero Fish & Chips","","","","","VARIOUS","","0","0","VAT16","0"
"91087","Rahab Chebos","","","","","NAIVASHA","UPC","0","0","VAT16","0"
"91089","Netco Cafe - Total Thika Road","","","","91089-NRB","MIX V","","0","0","VAT16","0"
"91090","ST.Lawrence university","","","","","MIX V","","0","0","VAT16","0"
"91091","Cafeteria Enterprises - Kutus","","","","91091-UPC","MERU","UPC","0","0","VAT16","0"
"91093","Village inn","","","","91093-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"91094","Pharvetag  .k. ltd","","","","","","UPC","0","0","VAT16","0"
"91095","Danrose s/mkt - Maua","","","","91095-UPC","MERU","UPC","0","0","VAT16","0"
"91099","Maua basin hotel","","","","91099-UPC","MERU","UPC","0","0","VAT16","0"
"91101","Country Farm Kitchen","","","","","","","0","0","VAT16","0"
"91102","Jonsaga Tavern (John Saga)","","","","91102-NRB","MIX I","","0","0","VAT16","0"
"91104","Kenya medical training college","","","","","","","0","0","VAT16","0"
"91107","Courteney Camps","","","","","SUB","","0","0","VAT16","0"
"91108","Sichema rest mois bridge","","","","91108-UPC","WESTERN","UPC","0","0","VAT16","0"
"91109","Anasa Cafe - Mai Mahiu","","","","91111-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"91111","Mainya s/mkt","","","","91111-UPC","MERU","UPC","0","0","VAT16","0"
"91113","Celesten","","","","","","","0","0","VAT16","0"
"91115","Isiolo nyika s/mkt","","","","91115-UPC","MERU","UPC","0","0","VAT16","0"
"91116","Taza Restaurant","","","","91116-NRB","SUB","","0","0","VAT16","0"
"91117","Encarols Supermarket","","","","00030-NRB","VARIOUS","","0","0","VAT16","0"
"91118","Wangari 1","","","","","","","0","0","VAT16","0"
"91119","Soet Jovenna s/mkt","","","","91119-UPC","WESTERN","UPC","0","0","VAT16","0"
"91120","Espper ent.","","","","92953-UPC","WESTERN","UPC","0","0","VAT16","0"
"91121","Anthony (manager)","","","","","","UPC","0","0","VAT16","0"
"91122","Maka ent.","","","","91122-UPC","MERU","UPC","0","0","VAT16","0"
"91123","La belle Inn -  Forodha Hse","","","","91123-NRB","INDAREA","","0","0","VAT16","0"
"91124","Njuguna 1","","","","","","","0","0","VAT16","0"
"91125","Izaak walton hotel","","","","91125-UPC","MERU","UPC","0","0","VAT16","0"
"91126","Rose Wambui 1","","","","","MIX IV","","0","0","VAT16","0"
"91127","Kihato 1","","","","","","","0","0","VAT16","0"
"91128","Shell Madaraka","","","","91128-NRB","INDAREA","","0","0","VAT16","0"
"91129","Prime Apartments","","","","","SUB","","0","0","VAT16","0"
"91130","Raphael 1","","","","91130-NRB","","","0","0","VAT16","0"
"91131","Prime Daily - Stage 87","","","","91131-NRB","UTHIRU","ABC8","0","0","VAT16","0"
"91132","Priya Enterprise","","","","","WESTL","","0","0","VAT16","0"
"91133","Kitale club","","","","91133-UPC","WESTERN","UPC","0","0","VAT16","0"
"91134","Alakara hotel","","","","91134-UPC","WESTERN","UPC","0","0","VAT16","0"
"91135","Jessy cafe","","","","91135-UPC","","UPC","0","0","VAT16","0"
"91136","Kwik kall","","","","91136-UPC","WESTERN","UPC","0","0","VAT16","0"
"91137","Jamia wood","","","","","","UPC","0","0","VAT16","0"
"91138","Elgonia springs hotel","","","","","","UPC","0","0","VAT16","0"
"91139","Woyet fast food","","","","","","UPC","0","0","VAT16","0"
"91140","Adrec ent.","","","","91140-UPC","","UPC","0","0","VAT16","0"
"91141","Daylight ent. - Eld","","","","91141-UPC","WESTERN","UPC","0","0","VAT16","0"
"91142","Soy trading - Kitale","","","","91142-UPC","WESTERN","UPC","0","0","VAT16","0"
"91143","Wakim ent. - Kitale","","","","91143-UPC","WESTERN","UPC","0","0","VAT16","0"
"91145","Jatomy Entreprises","Embu","","","91145-UPC","MERU","UPC","0","0","VAT16","0"
"91146","Mbinni's hotel","","","","91146-UPC","MERU","UPC","0","0","VAT16","0"
"91147","Waigumo s/duka","","","","","","UPC","0","0","VAT16","0"
"91148","Peter's Cafe - Naivasha","","","","91148-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"91149","Oasis Tradena s/mkt","","","","91149-UPC","MERU","UPC","0","0","VAT16","0"
"91151","J.K.Ndonga","","","","","","UPC","0","0","VAT16","0"
"91152","Jambo green grocers - Nanyuki","","","","91152-UPC","NYERI","UPC","0","0","VAT16","0"
"91153","St.Christopher Sch - Main Kitc","","","","91153-NRB","MIX III","ABC7","0","0","VAT16","0"
"91155","Peter's Cafe - Gilgil","","","","91148-UPC","RIFT","UPC","0","0","VAT16","0"
"91156","Terry solo cafe","","","","91156-UPC","NYERI","UPC","0","0","VAT16","0"
"91157","Urban cafe - upcountry","","","","91157-UPC","","UPC","0","0","VAT16","0"
"91158","Tiffany's cafe","","","","91158-UPC","NYERI","UPC","0","0","VAT16","0"
"91159","3 N Stage hotel","","","","91159-UPC","NYERI","UPC","0","0","VAT16","0"
"91160","Piglet limited","","","","","","UPC","0","0","VAT16","0"
"91161","Titus Mwaura - Smoky Vendor","","","","","MIX V","ABC8","0","0","VAT16","0"
"91162","Brooklyn Vendor - Shanzu","","","","91162-UPC","MSA - SHA","COAST","0","0","VAT16","0"
"91163","Mrs.P.Ohagan","c\o S. Strong","","","","","","0","0","VAT16","0"
"91164","Hong kong Nrb","","","","","TSALES","","0","0","VAT16","0"
"91165","Rangers rest","","","","91165-NRB","TSALES","","0","0","VAT16","0"
"91167","Perma cafe","","","","","","","0","0","VAT16","0"
"91168","Indo Fries","","","","91168-NRB","MIX IV","","0","0","VAT16","0"
"91169","Broadway's Smokie Vendor","","","","","MIX V","ABC8","0","0","VAT16","0"
"91170","Shabir","","","","","","","0","0","VAT16","0"
"91171","Dash engineers","","","","","","","0","0","VAT16","0"
"91172","Afrose Supermarket","","","","91172-NRB","MIX IV","","0","0","VAT16","0"
"91173","Nation","","","","","","","0","0","VAT16","0"
"91176","Lucky Butchery","","","","","","","0","0","VAT16","0"
"91177","Sonis S.Centre - Molo","","","","91177-UPC","RIFT","UPC","0","0","VAT16","0"
"91178","Petro Service St - Waiyaki Way","","","","","UTHIRU","","0","0","VAT16","0"
"91179","Danta Centre","","","","91179-NRB","","","0","0","VAT16","0"
"91180","Hekima Girls  School","","","","91180-NRB","PR I","ABC7","0","0","VAT16","0"
"91181","The Denma","","","","","","","0","0","VAT16","0"
"91182","Ruiru Butchery","","","","91182-NRB","PR I","","0","0","VAT16","0"
"91183","Kiambethu Farm","","","","","PR III","","0","0","VAT16","0"
"91184","Mitchel Cafeteria","","","","","PR III","","0","0","VAT16","0"
"91185","United Snacks","","","","","","","0","0","VAT16","0"
"91186","Steveways","","","","91186-NRB","","","0","0","VAT16","0"
"91187","Racheal Omondi","","","","","TSALES","","0","0","VAT16","0"
"91188","Fatherland Cafe","","","","91188-NRB","PR III","","0","0","VAT16","0"
"91190","AFCO Shop","","","","91969-NRB","MIX V","","0","0","ZEROVAT","0"
"91191","Mika Foods","","","","91191-NRB","HURL","","0","0","VAT16","0"
"91192","Sugar & Spicy","","","","","","","0","0","VAT16","0"
"91193","Minar Restaurant -Nrb","","","","","","","0","0","VAT16","0"
"91196","Coconut Restaurant","","","","91196-NRB","VARIOUS","","0","0","VAT16","0"
"91197","Baringo Snacks","","","","","","","0","0","VAT16","0"
"91198","Basil Ltd","Castle inn","","","91198-NRB","MIX V","","0","0","VAT16","0"
"91200","United Fast Food - South B","","","","91200-NRB","INDAREA","","0","0","VAT16","0"
"91201","Nairobi Fry","","","","","","","0","0","VAT16","0"
"91202","Special Camping","","","","","TSALES","","0","0","VAT16","0"
"91203","Kwal","","","","91203-NRB","MIX IV","","0","0","VAT16","0"
"91204","Coco Pub - Nyeri","","","","","NYERI","UPC","0","0","VAT16","0"
"91205","Mrs.L.A.Young","","","","","MSA - WAT","COAST","0","0","VAT16","0"
"91207","Regina ( African Expedition)","","","","","TSALES","","0","0","VAT16","0"
"91209","Kigotho Cafe","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"91210","ALBA PETROLEUM","","","","90103-MSA","MSA - I.A","COAST","0","0","VAT16","0"
"91211","Ali Barbours","","","","","MSA - S.C","COAST","0","0","VAT16","0"
"91212","Inclusive Wines And Spirits","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"91213","Mrs. Tilbury","","","","","TSALES","","0","0","VAT16","0"
"91214","Rozina House","","","","91214-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"91215","Wananchi Marine","","","","91215-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"91216","Kilindini Bar","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"91217","Ginas Cafe - Moi Avenue","","","","91217-NRB","CAT III","","0","0","VAT16","0"
"91219","S.M.Mburu","","","","","","","0","0","VAT16","0"
"91220","Kenchic Motor Mart - Msa","","","","94018-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"91221","Mrs.Macaover","","","","","","UPC","0","0","VAT16","0"
"91223","Mombasa Water Sports","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"91226","Nomad Beach","","","","91226-UPC","MSA - S.C","COAST","0","0","VAT16","0"
"91227","Mombasa Institute","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"91228","Lebistro Restaurant","","","","","MSA","COAST","0","0","VAT16","0"
"91229","West Mall","","","","","MSA","COAST","0","0","VAT16","0"
"91230","Mrs.Morell","","","","","","UPC","0","0","VAT16","0"
"91231","Watatu Watano - Mbs","","","","","MSA","COAST","0","0","VAT16","0"
"91232","Black Cotton","","","","","MIX III","","0","0","VAT16","0"
"91233","Shade Hotel","","","","91233-NRB","VARIOUS","","0","0","VAT16","0"
"91234","Midway Cafe - Thika","","","","91234-NRB","PR I","","0","0","VAT16","0"
"91236","Dambusters","","","","91236-NRB","INDAREA","","0","0","VAT16","0"
"91237","Snach Cafe","","","","","","","0","0","VAT16","0"
"91238","Stadium holiday","","","","91238-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"91239","Total shop - Nrb","","","","","MIX V","","0","0","VAT16","0"
"91242","Mihango Cafe - Mtito","","","","","MSA - R","COAST","0","0","VAT16","0"
"91243","K.W.S","","","","","","UPC","0","0","VAT16","0"
"91244","Italian oasis","","","","","MSA- MA","COAST","0","0","VAT16","0"
"91245","Mobil mart makindu","","","","91245-UPC","MSA - R","COAST","0","0","VAT16","0"
"91246","Badri Corner","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"91247","Grant house of burger","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"91248","Frida malindi","","","","","MSA- MA","COAST","0","0","VAT16","0"
"91249","German Beer Garden","","","","","MSA- MA","COAST","0","0","VAT16","0"
"91250","Magongo safari lodge","","","","91238-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"91251","Mission to sea Men","","","","91251-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"91252","Big burger","","","","91252-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"91253","Diani farm house","","","","","MSA - S.C","COAST","0","0","VAT16","0"
"91254","Gondeni farm","","","","91254-UPC","MSA - S.C","COAST","0","0","VAT16","0"
"91255","Mr. Ngunze","","","","","","UPC","0","0","VAT16","0"
"91256","Benvic s/mkt","","","","91256-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"91258","Sea crest","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"91260","China news agency","","","","","","","0","0","VAT16","0"
"91261","Njenga 1","","","","","","","0","0","VAT16","0"
"91262","Sireppe ent.","","","","","","","0","0","VAT16","0"
"91263","Geofrey 1","","","","","","","0","0","VAT16","0"
"91264","Blancos Restaurant","","","","91264-NRB","HURL","","0","0","VAT16","0"
"91265","Mutiso 1","","","","","","","0","0","VAT16","0"
"91266","Big Pic Cafe - South C","","","","91266-NRB","INDAREA","","0","0","VAT16","0"
"91267","Dan's Quality Food Cafe","","","","91267-NRB","MIX IV","","0","0","VAT16","0"
"91268","Happy valley s/mkt - NRB","","","","91268-NRB","MIX V","","0","0","VAT16","0"
"91269","Egen quick shop","","","","","","","0","0","VAT16","0"
"91270","Fresh & friendly","","","","","","","0","0","VAT16","0"
"91271","Royal Grill Caterers","","","","91271-NRB","PR I","ABC2","0","0","VAT16","0"
"91273","Mbambu cyber cafe","","","","91273-NRB","PR I","","0","0","VAT16","0"
"91274","Sausage parlour","","","","","","","0","0","VAT16","0"
"91277","Ngara rd s/station","","","","","MIX V","","0","0","VAT16","0"
"91278","Southern chicken","","","","93050-NRB","","","0","0","VAT16","0"
"91280","Serian s/mkt","","","","","","","0","0","VAT16","0"
"91281","Plaza cafe","","","","","FFOOD1","","0","0","VAT16","0"
"91282","Sky way","","","","","","","0","0","VAT16","0"
"91284","Ivys School","","","","91284-NRB","PR I","","0","0","VAT16","0"
"91285","Roasters Inn","","","","91285-NRB","MIX V","","0","0","VAT16","0"
"91286","Walkers pizza shop","","","","","","","0","0","VAT16","0"
"91287","Fish & Chips ( 1968) Ltd","","","","91287-NRB","FFOOD1","","0","0","VAT16","0"
"91289","Uchumi Coffee House","","","","91289-NRB","CAT III","","0","0","VAT16","0"
"91290","Duka Moja (Sororo s/Mkt)","","","","91290-NRB","PR I","","0","0","VAT16","0"
"91291","Amazing Grace - Thika","","","","91291-NRB","PR I","","0","0","VAT16","0"
"91292","Vanela Coffee House","","","","91292-NRB","WESTL","","0","0","VAT16","0"
"91293","Central bank","","","","91293-NRB","CAT III","","0","0","VAT16","0"
"91294","Grape Butchery","","","","91294-NRB","WESTL","","0","0","VAT16","0"
"91295","Hiram Catering Services","","","","91295-NRB","UTHIRU","","0","0","VAT16","0"
"91296","Wahu's Cafe","","","","91296-NRB","UTHIRU","","0","0","VAT16","0"
"91297","M.N.Kamau","","","","","","","0","0","VAT16","0"
"91298","Geofro Supa Duka","","","","91298-NRB","","","0","0","VAT16","0"
"91299","Uja Service Shell Shop","","","","91299-NRB","UTHIRU","","0","0","VAT16","0"
"91300","Bon parts shell p/station","","","","91300-NRB","","","0","0","VAT16","0"
"91301","Tamu Tamu - Kibera","Msingi Snacks","","","91301-NRB","UTHIRU","","0","0","VAT16","0"
"91302","Pasara bar & rest","","","","91302-NRB","","","0","0","VAT16","0"
"91303","Kahuho s/service store","","","","91303-NRB","PR III","","0","0","VAT16","0"
"91304","Kobil Machakos","","","","","MCKS","","0","0","VAT16","0"
"91305","Tusks rest","","","","","","","0","0","VAT16","0"
"91306","Ebenezer Restaurant - Umoja","","0722777589","","91306-NRB","MIX I","","0","0","VAT16","0"
"91307","Foodies Supermarket","","","","91307-NRB","VARIOUS","KKKK","0","0","VAT16","0"
"91308","Wasini Luxury Home","","","","","WESTL","","0","0","VAT16","0"
"91309","Uthiru Shell Cafeteria","","","","91309-NRB","UTHIRU","","0","0","VAT16","0"
"91311","Tall Man","","","","","","","0","0","VAT16","0"
"91313","Windsor Shop- Ridgeways","","","","91313-NRB","MIX V","","0","0","VAT16","0"
"91314","Tetra Pack","","","","","TSALES","","0","0","VAT16","0"
"91315","Romous Caterers","","","","","","","0","0","VAT16","0"
"91317","German Point","","","","91317-NRB","SUB","","0","0","VAT16","0"
"91318","Voi fast food","","","","","","","0","0","VAT16","0"
"91319","Picnic basket - Eldoret","","","","91319-UPC","","UPC","0","0","VAT16","0"
"91321","Mwanya invest (Emuyak)","","","","91321-NRB","MIX III","","0","0","VAT16","0"
"91322","Supru s/mkt","","","","","","","0","0","VAT16","0"
"91323","White star s/mkt","","","","","WESTERN","","0","0","VAT16","0"
"91324","Kavina school","","","","","","","0","0","VAT16","0"
"91325","Sorena Investment Cafe","","","","91325-NRB","MCKS","","0","0","VAT16","0"
"91326","Linezars","","","","","","","0","0","VAT16","0"
"91327","Casids","","","","","","","0","0","VAT16","0"
"91329","Chicago","","","","91329-NRB","WESTL","","0","0","VAT16","0"
"91331","Sana Sana","","","","","","","0","0","VAT16","0"
"91332","Nairobi Fried Chicken","","","","91332-NRB","INDAREA","","0","0","VAT16","0"
"91333","Delta Canal","","","","","","","0","0","VAT16","0"
"91335","CheapSide Supermarket","","","","","","","0","0","VAT16","0"
"91336","Paces Cafe (Sun Blaze)","","","","91336-NRB","WESTL","","0","0","VAT16","0"
"91337","Muthaiga bakery","","","","","","","0","0","VAT16","0"
"91338","Kilimanjaro safari club","","","","","TSALES","","0","0","VAT16","0"
"91339","Silver Pot Cafeteria - Kakameg","","","","91339-UPC","WESTERN","UPC","0","0","VAT16","0"
"91340","Safe lodge","","","","91340-NRB","MIX V","","0","0","VAT16","0"
"91341","Fourty Six S/Mkt - Kawangware","","","","91341-NRB","UTHIRU","","0","0","VAT16","0"
"91343","Hotel southern","","","","","","","0","0","VAT16","0"
"91344","Njabini Supa Duka","","","","91344-UPC","NAIVASHA","","0","0","VAT16","0"
"91346","Traveller's check","","","","","MIX IV","","0","0","VAT16","0"
"91348","Mr. Barton","","","","","PR III","","0","0","VAT16","0"
"91349","Josma Supermarket","","","","","","","0","0","VAT16","0"
"91350","Wangige Cash","","","","","","","0","0","VAT16","0"
"91351","Kahawa garrison a.f.c.o shop","","","","91969-NRB","PR I","","0","0","ZEROVAT","0"
"91353","Eastlands","","","","","MIX IV","","0","0","VAT16","0"
"91358","Eldorado s/mkt","","","","91358-UPC","","UPC","0","0","VAT16","0"
"91359","Jamstar Supermarket","","","","91359-UPC","","UPC","0","0","VAT16","0"
"91360","C.P.S s/mkt","","","","91360-UPC","WESTERN","UPC","0","0","VAT16","0"
"91361","C. J Cafe - Ngara","","","","91361-NRB","MIX V","","0","0","VAT16","0"
"91362","Moureland","","","","","","","0","0","VAT16","0"
"91364","Diesbecq & Carnelleys","c/o La Belle Inn","","","91364-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"91365","Mobil Mart-Naivasha","","","","","NAIVASHA","UPC","0","0","VAT16","0"
"91367","Bread Pan Bakery","","","","91367-NRB","HURL","","0","0","VAT16","0"
"91368","Keben s/mkt","","","","91368-UPC","WESTERN","UPC","0","0","VAT16","0"
"91369","Millenium cafe -  Khayega","","","","91369-UPC","FFOOD1","UPC","0","0","VAT16","0"
"91370","Abhl  kiosk","","","","","","UPC","0","0","VAT16","0"
"91371","Mobil Mart - Nyahururu","","","","","RIFT","UPC","0","0","VAT16","0"
"91372","Nella c/o La Belle Inn3","","","","","","UPC","0","0","VAT16","0"
"91373","Warkui","","","","","","","0","0","VAT16","0"
"91374","Jaky s/mkt","","","","91374-UPC","","UPC","0","0","VAT16","0"
"91375","American","","","","","","","0","0","VAT16","0"
"91376","Total Mini Shop- Naromoru","","","","91376-UPC","NYERI","UPC","0","0","VAT16","0"
"91378","Magharibu s/mkt","","","","91378-UPC","NYANZA","UPC","0","0","VAT16","0"
"91379","Jamii s/mkt - Busia","","","","91379-UPC","NYANZA","UPC","0","0","VAT16","0"
"91380","Hot water hotel","","","","","","UPC","0","0","VAT16","0"
"91381","One Time Hotel- Nyeri","","","","","NYERI","UPC","0","0","VAT16","0"
"91383","Peakay","","","","","MIX V","","0","0","VAT16","0"
"91385","Express Fish & Chips (nrb)","","","","91385-NRB","FFOOD1","","0","0","VAT16","0"
"91386","Sep Supermarket","","","","95153-UPC","MSA - S.C","COAST","0","0","VAT16","0"
"91388","Honey Shop - Kerugoya","","","","96105-UPC","MERU","UPC","0","0","VAT16","0"
"91389","Kingfisher - Malindi","","","","","MSA- MA","COAST","0","0","VAT16","0"
"91390","Express Grill","","","","91390-NRB","FFOOD1","","0","0","VAT16","0"
"91391","Mobil mart frst edge (Murang'a","","","","","MIX V","","0","0","VAT16","0"
"91392","Kisese Ltd.","","","","","MSA","COAST","0","0","VAT16","0"
"91393","Shamash Supermarket","","","","91393-UPC","MSA","COAST","0","0","VAT16","0"
"91394","Moffat Court","","","","91394-UPC","MSA - SHA","COAST","0","0","VAT16","0"
"91395","Worburn Estate-Malindi","","","","","MSA- MA","COAST","0","0","VAT16","0"
"91397","Meal jamaica","","","","","PR I","","0","0","VAT16","0"
"91398","Fontanella Rest","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"91399","Mid view central hotel - Shanz","","","","91399-UPC","MSA - SHA","COAST","0","0","VAT16","0"
"91400","South Coast Sea Food","","","","","MSA - S.C","COAST","0","0","VAT16","0"
"91401","Pearl Beach","","","","","MSA","COAST","0","0","VAT16","0"
"91402","Kenya oil fields","","","","91402-NRB","","","0","0","VAT16","0"
"91403","Glaxo","","","","","","","0","0","VAT16","0"
"91404","Hetner Seiz Burglaws","","","","","","UPC","0","0","VAT16","0"
"91405","Kenya Railways Golf Club","","","","91405-NRB","INDAREA","","0","0","VAT16","0"
"91406","Malindi Chinese Foods","","","","","MSA- MA","COAST","0","0","VAT16","0"
"91407","Mathai s/mkt thika","","","","91407-NRB","PR I","","0","0","VAT16","0"
"91408","5 Star Hotel-Msa","","","","","MSA","COAST","0","0","VAT16","0"
"91409","Economy s/mkt","","","","91409-NRB","MIX III","","0","0","VAT16","0"
"91410","Mr. Ferguson","","","","","TSALES","","0","0","VAT16","0"
"91412","Spring rest","","","","","","","0","0","VAT16","0"
"91413","Mrs. Surrey","","","","","","UPC","0","0","VAT16","0"
"91414","Pistachio","","","","91414-UPC","MSA - SHA","COAST","0","0","VAT16","0"
"91415","Karamang","","","","91415-NRB","CAT III","","0","0","VAT16","0"
"91416","Eskimos","","","","","","","0","0","VAT16","0"
"91417","Pejas rest.","","","","91417-NRB","PR I","","0","0","VAT16","0"
"91418","K.F.I s/mkt","","","","","MSA - S.C","COAST","0","0","VAT16","0"
"91419","Tuffah rest","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"91420","Mrs.Kaguta","","","","","MSA - I.A","COAST","0","0","VAT16","0"
